date,prcp,station,name
2017-08-12,0.0,USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-12,0.0,USC00519523,"WAIHEE 837.5, HI US"
2017-08-12,0.0,USC00519523,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-12,0.0,USC00519523,"MANOA LYON ARBO 785.2, HI US"
2017-08-12,0.14,USC00516128,"WAIKIKI 717.2, HI US"
2017-08-12,0.14,USC00516128,"KANEOHE 838.1, HI US"
2017-08-12,0.14,USC00516128,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-12,0.14,USC00516128,"PEARL CITY, HI US"
2017-08-12,0.14,USC00516128,"UPPER WAHIAWA 874.3, HI US"
2017-08-12,0.14,USC00516128,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-12,0.14,USC00516128,"WAIHEE 837.5, HI US"
2017-08-12,0.14,USC00516128,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-12,0.14,USC00516128,"MANOA LYON ARBO 785.2, HI US"
2017-08-11,0.0,USC00519397,"WAIKIKI 717.2, HI US"
2017-08-11,0.0,USC00519397,"KANEOHE 838.1, HI US"
2017-08-11,0.0,USC00519397,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-11,0.0,USC00519397,"PEARL CITY, HI US"
2017-08-11,0.0,USC00519397,"UPPER WAHIAWA 874.3, HI US"
2017-08-11,0.0,USC00519397,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-11,0.0,USC00519397,"WAIHEE 837.5, HI US"
2017-08-11,0.0,USC00519397,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-11,0.0,USC00519397,"MANOA LYON ARBO 785.2, HI US"
2017-08-11,0.0,USC00514830,"WAIKIKI 717.2, HI US"
2017-08-11,0.0,USC00514830,"KANEOHE 838.1, HI US"
2017-08-11,0.0,USC00514830,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-11,0.0,USC00514830,"PEARL CITY, HI US"
2017-08-11,0.0,USC00514830,"UPPER WAHIAWA 874.3, HI US"
2017-08-11,0.0,USC00514830,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-11,0.0,USC00514830,"WAIHEE 837.5, HI US"
2017-08-11,0.0,USC00514830,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-11,0.0,USC00514830,"MANOA LYON ARBO 785.2, HI US"
2017-08-11,0.0,USC00519523,"WAIKIKI 717.2, HI US"
2017-08-11,0.0,USC00519523,"KANEOHE 838.1, HI US"
2017-08-11,0.0,USC00519523,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-11,0.0,USC00519523,"PEARL CITY, HI US"
2017-08-11,0.0,USC00519523,"UPPER WAHIAWA 874.3, HI US"
2017-08-11,0.0,USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-11,0.0,USC00519523,"WAIHEE 837.5, HI US"
2017-08-11,0.0,USC00519523,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-11,0.0,USC00519523,"MANOA LYON ARBO 785.2, HI US"
2017-08-10,0.0,USC00519397,"WAIKIKI 717.2, HI US"
2017-08-10,0.0,USC00519397,"KANEOHE 838.1, HI US"
2017-08-10,0.0,USC00519397,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-10,0.0,USC00519397,"PEARL CITY, HI US"
2017-08-10,0.0,USC00519397,"UPPER WAHIAWA 874.3, HI US"
2017-08-10,0.0,USC00519397,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-10,0.0,USC00519397,"WAIHEE 837.5, HI US"
2017-08-10,0.0,USC00519397,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-10,0.0,USC00519397,"MANOA LYON ARBO 785.2, HI US"
2017-08-10,0.0,USC00514830,"WAIKIKI 717.2, HI US"
2017-08-10,0.0,USC00514830,"KANEOHE 838.1, HI US"
2017-08-10,0.0,USC00514830,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-10,0.0,USC00514830,"PEARL CITY, HI US"
2017-08-10,0.0,USC00514830,"UPPER WAHIAWA 874.3, HI US"
2017-08-10,0.0,USC00514830,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-10,0.0,USC00514830,"WAIHEE 837.5, HI US"
2017-08-10,0.0,USC00514830,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-10,0.0,USC00514830,"MANOA LYON ARBO 785.2, HI US"
2017-08-10,0.0,USC00519523,"WAIKIKI 717.2, HI US"
2017-08-10,0.0,USC00519523,"KANEOHE 838.1, HI US"
2017-08-10,0.0,USC00519523,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-10,0.0,USC00519523,"PEARL CITY, HI US"
2017-08-10,0.0,USC00519523,"UPPER WAHIAWA 874.3, HI US"
2017-08-10,0.0,USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-10,0.0,USC00519523,"WAIHEE 837.5, HI US"
2017-08-10,0.0,USC00519523,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-10,0.0,USC00519523,"MANOA LYON ARBO 785.2, HI US"
2017-08-10,0.07,USC00516128,"WAIKIKI 717.2, HI US"
2017-08-10,0.07,USC00516128,"KANEOHE 838.1, HI US"
2017-08-10,0.07,USC00516128,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-10,0.07,USC00516128,"PEARL CITY, HI US"
2017-08-10,0.07,USC00516128,"UPPER WAHIAWA 874.3, HI US"
2017-08-10,0.07,USC00516128,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-10,0.07,USC00516128,"WAIHEE 837.5, HI US"
2017-08-10,0.07,USC00516128,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-10,0.07,USC00516128,"MANOA LYON ARBO 785.2, HI US"
2017-08-09,0.0,USC00519397,"WAIKIKI 717.2, HI US"
2017-08-09,0.0,USC00519397,"KANEOHE 838.1, HI US"
2017-08-09,0.0,USC00519397,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-09,0.0,USC00519397,"PEARL CITY, HI US"
2017-08-09,0.0,USC00519397,"UPPER WAHIAWA 874.3, HI US"
2017-08-09,0.0,USC00519397,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-09,0.0,USC00519397,"WAIHEE 837.5, HI US"
2017-08-09,0.0,USC00519397,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-09,0.0,USC00519397,"MANOA LYON ARBO 785.2, HI US"
2017-08-09,0.0,USC00514830,"WAIKIKI 717.2, HI US"
2017-08-09,0.0,USC00514830,"KANEOHE 838.1, HI US"
2017-08-09,0.0,USC00514830,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-09,0.0,USC00514830,"PEARL CITY, HI US"
2017-08-09,0.0,USC00514830,"UPPER WAHIAWA 874.3, HI US"
2017-08-09,0.0,USC00514830,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-09,0.0,USC00514830,"WAIHEE 837.5, HI US"
2017-08-09,0.0,USC00514830,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-09,0.0,USC00514830,"MANOA LYON ARBO 785.2, HI US"
2017-08-09,0.15,USC00516128,"WAIKIKI 717.2, HI US"
2017-08-09,0.15,USC00516128,"KANEOHE 838.1, HI US"
2017-08-09,0.15,USC00516128,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-09,0.15,USC00516128,"PEARL CITY, HI US"
2017-08-09,0.15,USC00516128,"UPPER WAHIAWA 874.3, HI US"
2017-08-09,0.15,USC00516128,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-09,0.15,USC00516128,"WAIHEE 837.5, HI US"
2017-08-09,0.15,USC00516128,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-09,0.15,USC00516128,"MANOA LYON ARBO 785.2, HI US"
2017-08-08,0.0,USC00519397,"WAIKIKI 717.2, HI US"
2017-08-08,0.0,USC00519397,"KANEOHE 838.1, HI US"
2017-08-08,0.0,USC00519397,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-08,0.0,USC00519397,"PEARL CITY, HI US"
2017-08-08,0.0,USC00519397,"UPPER WAHIAWA 874.3, HI US"
2017-08-08,0.0,USC00519397,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-08,0.0,USC00519397,"WAIHEE 837.5, HI US"
2017-08-08,0.0,USC00519397,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-08,0.0,USC00519397,"MANOA LYON ARBO 785.2, HI US"
2017-08-08,0.1,USC00514830,"WAIKIKI 717.2, HI US"
2017-08-08,0.1,USC00514830,"KANEOHE 838.1, HI US"
2017-08-08,0.1,USC00514830,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-08,0.1,USC00514830,"PEARL CITY, HI US"
2017-08-08,0.1,USC00514830,"UPPER WAHIAWA 874.3, HI US"
2017-08-08,0.1,USC00514830,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-08,0.1,USC00514830,"WAIHEE 837.5, HI US"
2017-08-08,0.1,USC00514830,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-08,0.1,USC00514830,"MANOA LYON ARBO 785.2, HI US"
2017-08-08,0.0,USC00519523,"WAIKIKI 717.2, HI US"
2017-08-08,0.0,USC00519523,"KANEOHE 838.1, HI US"
2017-08-08,0.0,USC00519523,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-08,0.0,USC00519523,"PEARL CITY, HI US"
2017-08-08,0.0,USC00519523,"UPPER WAHIAWA 874.3, HI US"
2017-08-08,0.0,USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-08,0.0,USC00519523,"WAIHEE 837.5, HI US"
2017-08-08,0.0,USC00519523,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-08,0.0,USC00519523,"MANOA LYON ARBO 785.2, HI US"
2017-08-08,0.34,USC00516128,"WAIKIKI 717.2, HI US"
2017-08-08,0.34,USC00516128,"KANEOHE 838.1, HI US"
2017-08-08,0.34,USC00516128,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-08,0.34,USC00516128,"PEARL CITY, HI US"
2017-08-08,0.34,USC00516128,"UPPER WAHIAWA 874.3, HI US"
2017-08-08,0.34,USC00516128,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-08,0.34,USC00516128,"WAIHEE 837.5, HI US"
2017-08-08,0.34,USC00516128,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-08,0.34,USC00516128,"MANOA LYON ARBO 785.2, HI US"
2017-08-07,0.0,USC00519397,"WAIKIKI 717.2, HI US"
2017-08-07,0.0,USC00519397,"KANEOHE 838.1, HI US"
2017-08-07,0.0,USC00519397,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-07,0.0,USC00519397,"PEARL CITY, HI US"
2017-08-07,0.0,USC00519397,"UPPER WAHIAWA 874.3, HI US"
2017-08-07,0.0,USC00519397,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-07,0.0,USC00519397,"WAIHEE 837.5, HI US"
2017-08-07,0.0,USC00519397,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-07,0.0,USC00519397,"MANOA LYON ARBO 785.2, HI US"
2017-08-07,0.0,USC00514830,"WAIKIKI 717.2, HI US"
2017-08-07,0.0,USC00514830,"KANEOHE 838.1, HI US"
2017-08-07,0.0,USC00514830,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-07,0.0,USC00514830,"PEARL CITY, HI US"
2017-08-07,0.0,USC00514830,"UPPER WAHIAWA 874.3, HI US"
2017-08-07,0.0,USC00514830,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-07,0.0,USC00514830,"WAIHEE 837.5, HI US"
2017-08-07,0.0,USC00514830,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-07,0.0,USC00514830,"MANOA LYON ARBO 785.2, HI US"
2017-08-07,0.0,USC00519523,"WAIKIKI 717.2, HI US"
2017-08-07,0.0,USC00519523,"KANEOHE 838.1, HI US"
2017-08-07,0.0,USC00519523,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-07,0.0,USC00519523,"PEARL CITY, HI US"
2017-08-07,0.0,USC00519523,"UPPER WAHIAWA 874.3, HI US"
2017-08-07,0.0,USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-07,0.0,USC00519523,"WAIHEE 837.5, HI US"
2017-08-07,0.0,USC00519523,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-07,0.0,USC00519523,"MANOA LYON ARBO 785.2, HI US"
2017-08-07,0.05,USC00516128,"WAIKIKI 717.2, HI US"
2017-08-07,0.05,USC00516128,"KANEOHE 838.1, HI US"
2017-08-07,0.05,USC00516128,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-07,0.05,USC00516128,"PEARL CITY, HI US"
2017-08-07,0.05,USC00516128,"UPPER WAHIAWA 874.3, HI US"
2017-08-07,0.05,USC00516128,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-07,0.05,USC00516128,"WAIHEE 837.5, HI US"
2017-08-07,0.05,USC00516128,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-07,0.05,USC00516128,"MANOA LYON ARBO 785.2, HI US"
2017-08-06,0.0,USC00519397,"WAIKIKI 717.2, HI US"
2017-08-06,0.0,USC00519397,"KANEOHE 838.1, HI US"
2017-08-06,0.0,USC00519397,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-06,0.0,USC00519397,"PEARL CITY, HI US"
2017-08-06,0.0,USC00519397,"UPPER WAHIAWA 874.3, HI US"
2017-08-06,0.0,USC00519397,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-06,0.0,USC00519397,"WAIHEE 837.5, HI US"
2017-08-06,0.0,USC00519397,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-06,0.0,USC00519397,"MANOA LYON ARBO 785.2, HI US"
2017-08-06,0.0,USC00514830,"WAIKIKI 717.2, HI US"
2017-08-06,0.0,USC00514830,"KANEOHE 838.1, HI US"
2017-08-06,0.0,USC00514830,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-06,0.0,USC00514830,"PEARL CITY, HI US"
2017-08-06,0.0,USC00514830,"UPPER WAHIAWA 874.3, HI US"
2017-08-06,0.0,USC00514830,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-06,0.0,USC00514830,"WAIHEE 837.5, HI US"
2017-08-06,0.0,USC00514830,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-06,0.0,USC00514830,"MANOA LYON ARBO 785.2, HI US"
2017-08-06,0.0,USC00519523,"WAIKIKI 717.2, HI US"
2017-08-06,0.0,USC00519523,"KANEOHE 838.1, HI US"
2017-08-06,0.0,USC00519523,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-06,0.0,USC00519523,"PEARL CITY, HI US"
2017-08-06,0.0,USC00519523,"UPPER WAHIAWA 874.3, HI US"
2017-08-06,0.0,USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-06,0.0,USC00519523,"WAIHEE 837.5, HI US"
2017-08-06,0.0,USC00519523,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-06,0.0,USC00519523,"MANOA LYON ARBO 785.2, HI US"
2017-08-06,0.0,USC00519281,"WAIKIKI 717.2, HI US"
2017-08-06,0.0,USC00519281,"KANEOHE 838.1, HI US"
2017-08-06,0.0,USC00519281,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-06,0.0,USC00519281,"PEARL CITY, HI US"
2017-08-06,0.0,USC00519281,"UPPER WAHIAWA 874.3, HI US"
2017-08-06,0.0,USC00519281,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-06,0.0,USC00519281,"WAIHEE 837.5, HI US"
2017-08-06,0.0,USC00519281,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-06,0.0,USC00519281,"MANOA LYON ARBO 785.2, HI US"
2017-08-05,0.0,USC00519397,"WAIKIKI 717.2, HI US"
2017-08-05,0.0,USC00519397,"KANEOHE 838.1, HI US"
2017-08-05,0.0,USC00519397,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-05,0.0,USC00519397,"PEARL CITY, HI US"
2017-08-05,0.0,USC00519397,"UPPER WAHIAWA 874.3, HI US"
2017-08-05,0.0,USC00519397,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-05,0.0,USC00519397,"WAIHEE 837.5, HI US"
2017-08-05,0.0,USC00519397,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-05,0.0,USC00519397,"MANOA LYON ARBO 785.2, HI US"
2017-08-05,0.06,USC00519281,"WAIKIKI 717.2, HI US"
2017-08-05,0.06,USC00519281,"KANEOHE 838.1, HI US"
2017-08-05,0.06,USC00519281,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-05,0.06,USC00519281,"PEARL CITY, HI US"
2017-08-05,0.06,USC00519281,"UPPER WAHIAWA 874.3, HI US"
2017-08-05,0.06,USC00519281,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-05,0.06,USC00519281,"WAIHEE 837.5, HI US"
2017-08-05,0.06,USC00519281,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-05,0.06,USC00519281,"MANOA LYON ARBO 785.2, HI US"
2017-08-04,0.02,USC00519397,"WAIKIKI 717.2, HI US"
2017-08-04,0.02,USC00519397,"KANEOHE 838.1, HI US"
2017-08-04,0.02,USC00519397,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-04,0.02,USC00519397,"PEARL CITY, HI US"
2017-08-04,0.02,USC00519397,"UPPER WAHIAWA 874.3, HI US"
2017-08-04,0.02,USC00519397,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-04,0.02,USC00519397,"WAIHEE 837.5, HI US"
2017-08-04,0.02,USC00519397,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-04,0.02,USC00519397,"MANOA LYON ARBO 785.2, HI US"
2017-08-04,0.04,USC00514830,"WAIKIKI 717.2, HI US"
2017-08-04,0.04,USC00514830,"KANEOHE 838.1, HI US"
2017-08-04,0.04,USC00514830,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-04,0.04,USC00514830,"PEARL CITY, HI US"
2017-08-04,0.04,USC00514830,"UPPER WAHIAWA 874.3, HI US"
2017-08-04,0.04,USC00514830,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-04,0.04,USC00514830,"WAIHEE 837.5, HI US"
2017-08-04,0.04,USC00514830,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-04,0.04,USC00514830,"MANOA LYON ARBO 785.2, HI US"
2017-08-04,0.0,USC00519523,"WAIKIKI 717.2, HI US"
2017-08-04,0.0,USC00519523,"KANEOHE 838.1, HI US"
2017-08-04,0.0,USC00519523,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-04,0.0,USC00519523,"PEARL CITY, HI US"
2017-08-04,0.0,USC00519523,"UPPER WAHIAWA 874.3, HI US"
2017-08-04,0.0,USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-04,0.0,USC00519523,"WAIHEE 837.5, HI US"
2017-08-04,0.0,USC00519523,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-04,0.0,USC00519523,"MANOA LYON ARBO 785.2, HI US"
2017-08-04,0.0,USC00519281,"WAIKIKI 717.2, HI US"
2017-08-04,0.0,USC00519281,"KANEOHE 838.1, HI US"
2017-08-04,0.0,USC00519281,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-04,0.0,USC00519281,"PEARL CITY, HI US"
2017-08-04,0.0,USC00519281,"UPPER WAHIAWA 874.3, HI US"
2017-08-04,0.0,USC00519281,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-04,0.0,USC00519281,"WAIHEE 837.5, HI US"
2017-08-04,0.0,USC00519281,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-04,0.0,USC00519281,"MANOA LYON ARBO 785.2, HI US"
2017-08-03,0.0,USC00519397,"WAIKIKI 717.2, HI US"
2017-08-03,0.0,USC00519397,"KANEOHE 838.1, HI US"
2017-08-03,0.0,USC00519397,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-03,0.0,USC00519397,"PEARL CITY, HI US"
2017-08-03,0.0,USC00519397,"UPPER WAHIAWA 874.3, HI US"
2017-08-03,0.0,USC00519397,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-03,0.0,USC00519397,"WAIHEE 837.5, HI US"
2017-08-03,0.0,USC00519397,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-03,0.0,USC00519397,"MANOA LYON ARBO 785.2, HI US"
2017-08-03,0.01,USC00514830,"WAIKIKI 717.2, HI US"
2017-08-03,0.01,USC00514830,"KANEOHE 838.1, HI US"
2017-08-03,0.01,USC00514830,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-03,0.01,USC00514830,"PEARL CITY, HI US"
2017-08-03,0.01,USC00514830,"UPPER WAHIAWA 874.3, HI US"
2017-08-03,0.01,USC00514830,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-03,0.01,USC00514830,"WAIHEE 837.5, HI US"
2017-08-03,0.01,USC00514830,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-03,0.01,USC00514830,"MANOA LYON ARBO 785.2, HI US"
2017-08-03,0.0,USC00519523,"WAIKIKI 717.2, HI US"
2017-08-03,0.0,USC00519523,"KANEOHE 838.1, HI US"
2017-08-03,0.0,USC00519523,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-03,0.0,USC00519523,"PEARL CITY, HI US"
2017-08-03,0.0,USC00519523,"UPPER WAHIAWA 874.3, HI US"
2017-08-03,0.0,USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-03,0.0,USC00519523,"WAIHEE 837.5, HI US"
2017-08-03,0.0,USC00519523,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-03,0.0,USC00519523,"MANOA LYON ARBO 785.2, HI US"
2017-08-03,0.06,USC00516128,"WAIKIKI 717.2, HI US"
2017-08-03,0.06,USC00516128,"KANEOHE 838.1, HI US"
2017-08-03,0.06,USC00516128,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-03,0.06,USC00516128,"PEARL CITY, HI US"
2017-08-03,0.06,USC00516128,"UPPER WAHIAWA 874.3, HI US"
2017-08-03,0.06,USC00516128,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-03,0.06,USC00516128,"WAIHEE 837.5, HI US"
2017-08-03,0.06,USC00516128,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-03,0.06,USC00516128,"MANOA LYON ARBO 785.2, HI US"
2017-08-02,0.0,USC00519397,"WAIKIKI 717.2, HI US"
2017-08-02,0.0,USC00519397,"KANEOHE 838.1, HI US"
2017-08-02,0.0,USC00519397,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-02,0.0,USC00519397,"PEARL CITY, HI US"
2017-08-02,0.0,USC00519397,"UPPER WAHIAWA 874.3, HI US"
2017-08-02,0.0,USC00519397,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-02,0.0,USC00519397,"WAIHEE 837.5, HI US"
2017-08-02,0.0,USC00519397,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-02,0.0,USC00519397,"MANOA LYON ARBO 785.2, HI US"
2017-08-02,0.05,USC00514830,"WAIKIKI 717.2, HI US"
2017-08-02,0.05,USC00514830,"KANEOHE 838.1, HI US"
2017-08-02,0.05,USC00514830,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-02,0.05,USC00514830,"PEARL CITY, HI US"
2017-08-02,0.05,USC00514830,"UPPER WAHIAWA 874.3, HI US"
2017-08-02,0.05,USC00514830,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-02,0.05,USC00514830,"WAIHEE 837.5, HI US"
2017-08-02,0.05,USC00514830,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-02,0.05,USC00514830,"MANOA LYON ARBO 785.2, HI US"
2017-08-02,0.0,USC00519523,"WAIKIKI 717.2, HI US"
2017-08-02,0.0,USC00519523,"KANEOHE 838.1, HI US"
2017-08-02,0.0,USC00519523,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-02,0.0,USC00519523,"PEARL CITY, HI US"
2017-08-02,0.0,USC00519523,"UPPER WAHIAWA 874.3, HI US"
2017-08-02,0.0,USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-02,0.0,USC00519523,"WAIHEE 837.5, HI US"
2017-08-02,0.0,USC00519523,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-02,0.0,USC00519523,"MANOA LYON ARBO 785.2, HI US"
2017-08-02,0.25,USC00516128,"WAIKIKI 717.2, HI US"
2017-08-02,0.25,USC00516128,"KANEOHE 838.1, HI US"
2017-08-02,0.25,USC00516128,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-02,0.25,USC00516128,"PEARL CITY, HI US"
2017-08-02,0.25,USC00516128,"UPPER WAHIAWA 874.3, HI US"
2017-08-02,0.25,USC00516128,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-02,0.25,USC00516128,"WAIHEE 837.5, HI US"
2017-08-02,0.25,USC00516128,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-02,0.25,USC00516128,"MANOA LYON ARBO 785.2, HI US"
2017-08-01,0.02,USC00519397,"WAIKIKI 717.2, HI US"
2017-08-01,0.02,USC00519397,"KANEOHE 838.1, HI US"
2017-08-01,0.02,USC00519397,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-01,0.02,USC00519397,"PEARL CITY, HI US"
2017-08-01,0.02,USC00519397,"UPPER WAHIAWA 874.3, HI US"
2017-08-01,0.02,USC00519397,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-01,0.02,USC00519397,"WAIHEE 837.5, HI US"
2017-08-01,0.02,USC00519397,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-01,0.02,USC00519397,"MANOA LYON ARBO 785.2, HI US"
2017-08-01,0.12,USC00514830,"WAIKIKI 717.2, HI US"
2017-08-01,0.12,USC00514830,"KANEOHE 838.1, HI US"
2017-08-01,0.12,USC00514830,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-01,0.12,USC00514830,"PEARL CITY, HI US"
2017-08-01,0.12,USC00514830,"UPPER WAHIAWA 874.3, HI US"
2017-08-01,0.12,USC00514830,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-01,0.12,USC00514830,"WAIHEE 837.5, HI US"
2017-08-01,0.12,USC00514830,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-01,0.12,USC00514830,"MANOA LYON ARBO 785.2, HI US"
2017-08-01,0.0,USC00519523,"WAIKIKI 717.2, HI US"
2017-08-01,0.0,USC00519523,"KANEOHE 838.1, HI US"
2017-08-01,0.0,USC00519523,"KUALOA RANCH HEADQUARTERS 886.9, HI US"
2017-08-01,0.0,USC00519523,"PEARL CITY, HI US"
2017-08-01,0.0,USC00519523,"UPPER WAHIAWA 874.3, HI US"
2017-08-01,0.0,USC00519523,"WAIMANALO EXPERIMENTAL FARM, HI US"
2017-08-01,0.0,USC00519523,"WAIHEE 837.5, HI US"
2017-08-01,0.0,USC00519523,"HONOLULU OBSERVATORY 702.2, HI US"
2017-08-01,0.0,USC00519523,"MANOA LYON ARBO 785.2, HI US"
2017-07-31,0.0,USC00519397,"WAIKIKI 717.2, HI US"
2017-07-31,0.0,USC00519397,"KANEOHE 838.1, HI US"
